Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b79b1f8>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8b87f0d8>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8b87f0d8>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x007fbc8b09e030>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b11eaa0>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8b59ce38>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8b59ce38>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8b59ce38>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc8a5bc108>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a5ea8c8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a5d4140>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007fbc8a6ec348>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc8b8abd18>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b9fdfe0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b97ad98>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b964db8>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b8cb3c0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8bc7bd30>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8a8defc0>.flags=
  0.00   514.50      0.00       96     0.00     0.00  #<BinData::Struct:0x007fbc8a8defc0>.flags
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8a74daa8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8a74daa8>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8a6279a8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8a6279a8>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8a566b68>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8a566b68>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8ab46d08>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc895b6ec0>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc895b6ec0>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc89928658>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc89928658>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc894c4828>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc894c4828>.xid
  0.00   514.50      0.00        8     0.00     0.00  #<BinData::Struct:0x007fbc893dd478>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc893dd478>.match
  0.00   514.50      0.00       79     0.00     0.00  #<BinData::Struct:0x000000034e8380>.octets
  0.00   514.50      0.00       72     0.00     0.00  #<BinData::Struct:0x00000003111e78>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003700e60>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000036831b8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003574c40>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc88c90fd0>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b4a34f0>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b4a34f0>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8b871c30>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8b871c30>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x007fbc8af64f70>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fbc8bc9a708>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc89816918>.actions
  0.00   514.50      0.00       12     0.00     0.00  #<BinData::Struct:0x007fbc8af64f70>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003111e78>.flags=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003700e60>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000036831b8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003574c40>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000034e8380>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b9debe0>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8bc415e0>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bca40f0>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8bd33ac0>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8b971ce8>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b9d3d80>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8bb49520>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8bb49520>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x007fbc8b784160>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b7c70f0>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8b8cab78>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8b8cab78>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8b8cab78>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc8b40aa48>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b4cdbb0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b462248>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007fbc8b54f610>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc8adaf900>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8af06358>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8aedd660>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8aea3a28>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8adfdf38>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b0b6cc0>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88c39cf8>.flags=
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc897628c8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc897628c8>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc894437a0>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc894437a0>.octets
  0.00   514.50      0.00        3     0.00     6.67  #<BinData::Struct:0x007fbc8917d458>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8917d458>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc896e5350>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88ca6e70>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc88ca6e70>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003019048>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003019048>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b4ac190>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b4ac190>.xid
  0.00   514.50      0.00        8     0.00     0.00  #<BinData::Struct:0x007fbc8a950828>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8a950828>.match
  0.00   514.50      0.00       79     0.00     0.00  #<BinData::Struct:0x007fbc8aa094e0>.octets
  0.00   514.50      0.00       72     0.00     0.00  #<BinData::Struct:0x007fbc8b1ad2a0>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8ae769d8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8abe95d0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8aa70d20>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8b2c7488>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b62f440>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b62f440>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8b279378>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8b279378>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x007fbc8ad883a0>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fbc8b041060>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x000000029ab378>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc8b2df420>.flags
  0.00   514.50      0.00       12     0.00     0.00  #<BinData::Struct:0x007fbc8ad883a0>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b1ad2a0>.flags=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8ae769d8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8abe95d0>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8aa70d20>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8aa094e0>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b2df420>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8afb4b60>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8aff38b0>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8b1d9b20>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8ae3aa50>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8aea0170>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8af1f1c8>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8af1f1c8>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x007fbc8ac1b8f0>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8ac92ea0>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8ad5eeb0>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8ad5eeb0>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8ad5eeb0>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc8a735930>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a7758c8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a7569a0>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007fbc8a8b4c70>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc88d68638>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8920fd30>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8947a4f8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89172b98>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88e8e710>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a585fb8>.transport_destination_port
  0.00   514.50      0.00        3     0.00     6.67  #<BinData::Struct:0x000000030049e0>.flags=
  0.00   514.50      0.00       96     0.00     0.00  #<BinData::Struct:0x000000030049e0>.flags
  0.00   514.50      0.00        3     0.00    10.00  #<BinData::Struct:0x00000001ecda00>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x00000001ecda00>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8bba9b50>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8bba9b50>.octets
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc8a79c630>.octets=
